"date","offense","num_felonies"
2015-01-16,"BURGLARY",50
2015-01-16,"FELONY ASSAULT",50
2015-01-16,"GRAND LARCENY",136
2015-01-16,"GRAND LARCENY OF MOTOR VEHICLE",18
2015-01-16,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-01-16,"RAPE",5
2015-01-16,"ROBBERY",62
2015-01-17,"BURGLARY",35
2015-01-17,"FELONY ASSAULT",52
2015-01-17,"GRAND LARCENY",117
2015-01-17,"GRAND LARCENY OF MOTOR VEHICLE",17
2015-01-17,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-01-17,"RAPE",4
2015-01-17,"ROBBERY",38
2015-01-18,"BURGLARY",29
2015-01-18,"FELONY ASSAULT",39
2015-01-18,"GRAND LARCENY",82
2015-01-18,"GRAND LARCENY OF MOTOR VEHICLE",20
2015-01-18,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-01-18,"RAPE",3
2015-01-18,"ROBBERY",52
2015-01-19,"BURGLARY",28
2015-01-19,"FELONY ASSAULT",42
2015-01-19,"GRAND LARCENY",88
2015-01-19,"GRAND LARCENY OF MOTOR VEHICLE",20
2015-01-19,"RAPE",3
2015-01-19,"ROBBERY",44
2015-01-20,"BURGLARY",36
2015-01-20,"FELONY ASSAULT",44
2015-01-20,"GRAND LARCENY",125
2015-01-20,"GRAND LARCENY OF MOTOR VEHICLE",24
2015-01-20,"MURDER & NON-NEGL. MANSLAUGHTE",2
2015-01-20,"RAPE",1
2015-01-20,"ROBBERY",61
2015-01-21,"BURGLARY",40
2015-01-21,"FELONY ASSAULT",50
2015-01-21,"GRAND LARCENY",109
2015-01-21,"GRAND LARCENY OF MOTOR VEHICLE",12
2015-01-21,"MURDER & NON-NEGL. MANSLAUGHTE",2
2015-01-21,"RAPE",2
2015-01-21,"ROBBERY",48
2015-01-22,"BURGLARY",45
2015-01-22,"FELONY ASSAULT",39
2015-01-22,"GRAND LARCENY",110
2015-01-22,"GRAND LARCENY OF MOTOR VEHICLE",13
2015-01-22,"MURDER & NON-NEGL. MANSLAUGHTE",2
2015-01-22,"RAPE",2
2015-01-22,"ROBBERY",55
2015-01-23,"BURGLARY",51
2015-01-23,"FELONY ASSAULT",34
2015-01-23,"GRAND LARCENY",99
2015-01-23,"GRAND LARCENY OF MOTOR VEHICLE",16
2015-01-23,"RAPE",1
2015-01-23,"ROBBERY",56
2015-01-24,"BURGLARY",41
2015-01-24,"FELONY ASSAULT",58
2015-01-24,"GRAND LARCENY",95
2015-01-24,"GRAND LARCENY OF MOTOR VEHICLE",20
2015-01-24,"MURDER & NON-NEGL. MANSLAUGHTE",3
2015-01-24,"RAPE",5
2015-01-24,"ROBBERY",50
2015-01-25,"BURGLARY",27
2015-01-25,"FELONY ASSAULT",54
2015-01-25,"GRAND LARCENY",87
2015-01-25,"GRAND LARCENY OF MOTOR VEHICLE",15
2015-01-25,"MURDER & NON-NEGL. MANSLAUGHTE",3
2015-01-25,"RAPE",5
2015-01-25,"ROBBERY",43
2015-01-26,"BURGLARY",56
2015-01-26,"FELONY ASSAULT",45
2015-01-26,"GRAND LARCENY",103
2015-01-26,"GRAND LARCENY OF MOTOR VEHICLE",21
2015-01-26,"MURDER & NON-NEGL. MANSLAUGHTE",3
2015-01-26,"RAPE",3
2015-01-26,"ROBBERY",49
2015-01-27,"BURGLARY",28
2015-01-27,"FELONY ASSAULT",43
2015-01-27,"GRAND LARCENY",44
2015-01-27,"GRAND LARCENY OF MOTOR VEHICLE",7
2015-01-27,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-01-27,"ROBBERY",48
2015-01-28,"BURGLARY",30
2015-01-28,"FELONY ASSAULT",36
2015-01-28,"GRAND LARCENY",90
2015-01-28,"GRAND LARCENY OF MOTOR VEHICLE",8
2015-01-28,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-01-28,"RAPE",2
2015-01-28,"ROBBERY",39
2015-01-29,"BURGLARY",38
2015-01-29,"FELONY ASSAULT",38
2015-01-29,"GRAND LARCENY",83
2015-01-29,"GRAND LARCENY OF MOTOR VEHICLE",15
2015-01-29,"RAPE",2
2015-01-29,"ROBBERY",39
2015-01-30,"BURGLARY",30
2015-01-30,"FELONY ASSAULT",45
2015-01-30,"GRAND LARCENY",113
2015-01-30,"GRAND LARCENY OF MOTOR VEHICLE",11
2015-01-30,"RAPE",2
2015-01-30,"ROBBERY",41
2015-01-31,"BURGLARY",19
2015-01-31,"FELONY ASSAULT",53
2015-01-31,"GRAND LARCENY",100
2015-01-31,"GRAND LARCENY OF MOTOR VEHICLE",19
2015-01-31,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-01-31,"ROBBERY",23
2015-02-01,"BURGLARY",23
2015-02-01,"FELONY ASSAULT",43
2015-02-01,"GRAND LARCENY",117
2015-02-01,"GRAND LARCENY OF MOTOR VEHICLE",13
2015-02-01,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-02-01,"RAPE",7
2015-02-01,"ROBBERY",35
2015-02-02,"BURGLARY",30
2015-02-02,"FELONY ASSAULT",52
2015-02-02,"GRAND LARCENY",99
2015-02-02,"GRAND LARCENY OF MOTOR VEHICLE",12
2015-02-02,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-02-02,"RAPE",3
2015-02-02,"ROBBERY",36
2015-02-03,"BURGLARY",33
2015-02-03,"FELONY ASSAULT",28
2015-02-03,"GRAND LARCENY",89
2015-02-03,"GRAND LARCENY OF MOTOR VEHICLE",16
2015-02-03,"RAPE",2
2015-02-03,"ROBBERY",33
2015-02-04,"BURGLARY",26
2015-02-04,"FELONY ASSAULT",47
2015-02-04,"GRAND LARCENY",88
2015-02-04,"GRAND LARCENY OF MOTOR VEHICLE",15
2015-02-04,"RAPE",2
2015-02-04,"ROBBERY",35
2015-02-05,"BURGLARY",37
2015-02-05,"FELONY ASSAULT",35
2015-02-05,"GRAND LARCENY",101
2015-02-05,"GRAND LARCENY OF MOTOR VEHICLE",14
2015-02-05,"RAPE",3
2015-02-05,"ROBBERY",47
2015-02-06,"BURGLARY",49
2015-02-06,"FELONY ASSAULT",46
2015-02-06,"GRAND LARCENY",119
2015-02-06,"GRAND LARCENY OF MOTOR VEHICLE",17
2015-02-06,"ROBBERY",44
2015-02-07,"BURGLARY",26
2015-02-07,"FELONY ASSAULT",57
2015-02-07,"GRAND LARCENY",82
2015-02-07,"GRAND LARCENY OF MOTOR VEHICLE",18
2015-02-07,"RAPE",1
2015-02-07,"ROBBERY",44
2015-02-08,"BURGLARY",26
2015-02-08,"FELONY ASSAULT",58
2015-02-08,"GRAND LARCENY",76
2015-02-08,"GRAND LARCENY OF MOTOR VEHICLE",17
2015-02-08,"RAPE",1
2015-02-08,"ROBBERY",41
2015-02-09,"BURGLARY",38
2015-02-09,"FELONY ASSAULT",35
2015-02-09,"GRAND LARCENY",85
2015-02-09,"GRAND LARCENY OF MOTOR VEHICLE",17
2015-02-09,"RAPE",1
2015-02-09,"ROBBERY",48
2015-02-10,"BURGLARY",36
2015-02-10,"FELONY ASSAULT",33
2015-02-10,"GRAND LARCENY",85
2015-02-10,"GRAND LARCENY OF MOTOR VEHICLE",7
2015-02-10,"RAPE",1
2015-02-10,"ROBBERY",45
2015-02-11,"BURGLARY",47
2015-02-11,"FELONY ASSAULT",40
2015-02-11,"GRAND LARCENY",77
2015-02-11,"GRAND LARCENY OF MOTOR VEHICLE",17
2015-02-11,"RAPE",1
2015-02-11,"ROBBERY",48
2015-02-12,"BURGLARY",37
2015-02-12,"FELONY ASSAULT",43
2015-02-12,"GRAND LARCENY",95
2015-02-12,"GRAND LARCENY OF MOTOR VEHICLE",15
2015-02-12,"RAPE",1
2015-02-12,"ROBBERY",46
2015-02-13,"BURGLARY",40
2015-02-13,"FELONY ASSAULT",41
2015-02-13,"GRAND LARCENY",118
2015-02-13,"GRAND LARCENY OF MOTOR VEHICLE",22
2015-02-13,"RAPE",3
2015-02-13,"ROBBERY",36
2015-02-14,"BURGLARY",43
2015-02-14,"FELONY ASSAULT",55
2015-02-14,"GRAND LARCENY",113
2015-02-14,"GRAND LARCENY OF MOTOR VEHICLE",25
2015-02-14,"MURDER & NON-NEGL. MANSLAUGHTE",2
2015-02-14,"RAPE",2
2015-02-14,"ROBBERY",38
2015-02-15,"BURGLARY",29
2015-02-15,"FELONY ASSAULT",54
2015-02-15,"GRAND LARCENY",91
2015-02-15,"GRAND LARCENY OF MOTOR VEHICLE",18
2015-02-15,"RAPE",2
2015-02-15,"ROBBERY",30
2015-02-16,"BURGLARY",20
2015-02-16,"FELONY ASSAULT",32
2015-02-16,"GRAND LARCENY",77
2015-02-16,"GRAND LARCENY OF MOTOR VEHICLE",13
2015-02-16,"MURDER & NON-NEGL. MANSLAUGHTE",2
2015-02-16,"RAPE",2
2015-02-16,"ROBBERY",31
2015-02-17,"BURGLARY",32
2015-02-17,"FELONY ASSAULT",25
2015-02-17,"GRAND LARCENY",91
2015-02-17,"GRAND LARCENY OF MOTOR VEHICLE",16
2015-02-17,"RAPE",2
2015-02-17,"ROBBERY",36
2015-02-18,"BURGLARY",39
2015-02-18,"FELONY ASSAULT",29
2015-02-18,"GRAND LARCENY",117
2015-02-18,"GRAND LARCENY OF MOTOR VEHICLE",14
2015-02-18,"RAPE",1
2015-02-18,"ROBBERY",36
2015-02-19,"BURGLARY",33
2015-02-19,"FELONY ASSAULT",34
2015-02-19,"GRAND LARCENY",107
2015-02-19,"GRAND LARCENY OF MOTOR VEHICLE",23
2015-02-19,"MURDER & NON-NEGL. MANSLAUGHTE",4
2015-02-19,"RAPE",3
2015-02-19,"ROBBERY",34
2015-02-20,"BURGLARY",43
2015-02-20,"FELONY ASSAULT",47
2015-02-20,"GRAND LARCENY",88
2015-02-20,"GRAND LARCENY OF MOTOR VEHICLE",20
2015-02-20,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-02-20,"RAPE",1
2015-02-20,"ROBBERY",28
2015-02-21,"BURGLARY",42
2015-02-21,"FELONY ASSAULT",57
2015-02-21,"GRAND LARCENY",91
2015-02-21,"GRAND LARCENY OF MOTOR VEHICLE",16
2015-02-21,"RAPE",7
2015-02-21,"ROBBERY",39
2015-02-22,"BURGLARY",28
2015-02-22,"FELONY ASSAULT",48
2015-02-22,"GRAND LARCENY",82
2015-02-22,"GRAND LARCENY OF MOTOR VEHICLE",10
2015-02-22,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-02-22,"RAPE",3
2015-02-22,"ROBBERY",32
2015-02-23,"BURGLARY",34
2015-02-23,"FELONY ASSAULT",45
2015-02-23,"GRAND LARCENY",103
2015-02-23,"GRAND LARCENY OF MOTOR VEHICLE",15
2015-02-23,"MURDER & NON-NEGL. MANSLAUGHTE",2
2015-02-23,"RAPE",4
2015-02-23,"ROBBERY",34
2015-02-24,"BURGLARY",31
2015-02-24,"FELONY ASSAULT",40
2015-02-24,"GRAND LARCENY",92
2015-02-24,"GRAND LARCENY OF MOTOR VEHICLE",16
2015-02-24,"RAPE",2
2015-02-24,"ROBBERY",28
2015-02-25,"BURGLARY",46
2015-02-25,"FELONY ASSAULT",49
2015-02-25,"GRAND LARCENY",107
2015-02-25,"GRAND LARCENY OF MOTOR VEHICLE",19
2015-02-25,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-02-25,"RAPE",1
2015-02-25,"ROBBERY",42
2015-02-26,"BURGLARY",45
2015-02-26,"FELONY ASSAULT",52
2015-02-26,"GRAND LARCENY",95
2015-02-26,"GRAND LARCENY OF MOTOR VEHICLE",19
2015-02-26,"ROBBERY",36
2015-02-27,"BURGLARY",51
2015-02-27,"FELONY ASSAULT",51
2015-02-27,"GRAND LARCENY",88
2015-02-27,"GRAND LARCENY OF MOTOR VEHICLE",15
2015-02-27,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-02-27,"RAPE",2
2015-02-27,"ROBBERY",27
2015-02-28,"BURGLARY",29
2015-02-28,"FELONY ASSAULT",57
2015-02-28,"GRAND LARCENY",113
2015-02-28,"GRAND LARCENY OF MOTOR VEHICLE",11
2015-02-28,"RAPE",4
2015-02-28,"ROBBERY",38
2015-03-01,"BURGLARY",30
2015-03-01,"FELONY ASSAULT",60
2015-03-01,"GRAND LARCENY",132
2015-03-01,"GRAND LARCENY OF MOTOR VEHICLE",15
2015-03-01,"RAPE",8
2015-03-01,"ROBBERY",32
2015-03-02,"BURGLARY",38
2015-03-02,"FELONY ASSAULT",42
2015-03-02,"GRAND LARCENY",110
2015-03-02,"GRAND LARCENY OF MOTOR VEHICLE",16
2015-03-02,"RAPE",2
2015-03-02,"ROBBERY",35
2015-03-03,"BURGLARY",34
2015-03-03,"FELONY ASSAULT",44
2015-03-03,"GRAND LARCENY",107
2015-03-03,"GRAND LARCENY OF MOTOR VEHICLE",20
2015-03-03,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-03-03,"ROBBERY",46
2015-03-04,"BURGLARY",41
2015-03-04,"FELONY ASSAULT",46
2015-03-04,"GRAND LARCENY",98
2015-03-04,"GRAND LARCENY OF MOTOR VEHICLE",13
2015-03-04,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-03-04,"RAPE",2
2015-03-04,"ROBBERY",35
2015-03-05,"BURGLARY",33
2015-03-05,"FELONY ASSAULT",47
2015-03-05,"GRAND LARCENY",85
2015-03-05,"GRAND LARCENY OF MOTOR VEHICLE",13
2015-03-05,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-03-05,"RAPE",1
2015-03-05,"ROBBERY",36
2015-03-06,"BURGLARY",44
2015-03-06,"FELONY ASSAULT",43
2015-03-06,"GRAND LARCENY",90
2015-03-06,"GRAND LARCENY OF MOTOR VEHICLE",22
2015-03-06,"MURDER & NON-NEGL. MANSLAUGHTE",2
2015-03-06,"RAPE",4
2015-03-06,"ROBBERY",30
2015-03-07,"BURGLARY",32
2015-03-07,"FELONY ASSAULT",65
2015-03-07,"GRAND LARCENY",95
2015-03-07,"GRAND LARCENY OF MOTOR VEHICLE",15
2015-03-07,"RAPE",5
2015-03-07,"ROBBERY",35
2015-03-08,"BURGLARY",20
2015-03-08,"FELONY ASSAULT",61
2015-03-08,"GRAND LARCENY",83
2015-03-08,"GRAND LARCENY OF MOTOR VEHICLE",17
2015-03-08,"ROBBERY",35
2015-03-09,"BURGLARY",43
2015-03-09,"FELONY ASSAULT",53
2015-03-09,"GRAND LARCENY",104
2015-03-09,"GRAND LARCENY OF MOTOR VEHICLE",21
2015-03-09,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-03-09,"RAPE",2
2015-03-09,"ROBBERY",39
2015-03-10,"BURGLARY",37
2015-03-10,"FELONY ASSAULT",53
2015-03-10,"GRAND LARCENY",91
2015-03-10,"GRAND LARCENY OF MOTOR VEHICLE",19
2015-03-10,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-03-10,"RAPE",2
2015-03-10,"ROBBERY",56
2015-03-11,"BURGLARY",35
2015-03-11,"FELONY ASSAULT",46
2015-03-11,"GRAND LARCENY",108
2015-03-11,"GRAND LARCENY OF MOTOR VEHICLE",22
2015-03-11,"RAPE",6
2015-03-11,"ROBBERY",37
2015-03-12,"BURGLARY",29
2015-03-12,"FELONY ASSAULT",48
2015-03-12,"GRAND LARCENY",98
2015-03-12,"GRAND LARCENY OF MOTOR VEHICLE",15
2015-03-12,"ROBBERY",36
2015-03-13,"BURGLARY",38
2015-03-13,"FELONY ASSAULT",51
2015-03-13,"GRAND LARCENY",113
2015-03-13,"GRAND LARCENY OF MOTOR VEHICLE",22
2015-03-13,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-03-13,"RAPE",6
2015-03-13,"ROBBERY",40
2015-03-14,"BURGLARY",49
2015-03-14,"FELONY ASSAULT",61
2015-03-14,"GRAND LARCENY",122
2015-03-14,"GRAND LARCENY OF MOTOR VEHICLE",16
2015-03-14,"MURDER & NON-NEGL. MANSLAUGHTE",3
2015-03-14,"RAPE",2
2015-03-14,"ROBBERY",27
2015-03-15,"BURGLARY",27
2015-03-15,"FELONY ASSAULT",58
2015-03-15,"GRAND LARCENY",104
2015-03-15,"GRAND LARCENY OF MOTOR VEHICLE",13
2015-03-15,"RAPE",5
2015-03-15,"ROBBERY",31
2015-03-16,"BURGLARY",40
2015-03-16,"FELONY ASSAULT",55
2015-03-16,"GRAND LARCENY",105
2015-03-16,"GRAND LARCENY OF MOTOR VEHICLE",17
2015-03-16,"ROBBERY",38
2015-03-17,"BURGLARY",46
2015-03-17,"FELONY ASSAULT",62
2015-03-17,"GRAND LARCENY",104
2015-03-17,"GRAND LARCENY OF MOTOR VEHICLE",11
2015-03-17,"RAPE",4
2015-03-17,"ROBBERY",32
2015-03-18,"BURGLARY",38
2015-03-18,"FELONY ASSAULT",59
2015-03-18,"GRAND LARCENY",81
2015-03-18,"GRAND LARCENY OF MOTOR VEHICLE",15
2015-03-18,"MURDER & NON-NEGL. MANSLAUGHTE",2
2015-03-18,"RAPE",4
2015-03-18,"ROBBERY",40
2015-03-19,"BURGLARY",33
2015-03-19,"FELONY ASSAULT",58
2015-03-19,"GRAND LARCENY",101
2015-03-19,"GRAND LARCENY OF MOTOR VEHICLE",18
2015-03-19,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-03-19,"RAPE",2
2015-03-19,"ROBBERY",40
2015-03-20,"BURGLARY",44
2015-03-20,"FELONY ASSAULT",44
2015-03-20,"GRAND LARCENY",118
2015-03-20,"GRAND LARCENY OF MOTOR VEHICLE",13
2015-03-20,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-03-20,"RAPE",3
2015-03-20,"ROBBERY",44
2015-03-21,"BURGLARY",30
2015-03-21,"FELONY ASSAULT",39
2015-03-21,"GRAND LARCENY",105
2015-03-21,"GRAND LARCENY OF MOTOR VEHICLE",13
2015-03-21,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-03-21,"RAPE",4
2015-03-21,"ROBBERY",32
2015-03-22,"BURGLARY",25
2015-03-22,"FELONY ASSAULT",52
2015-03-22,"GRAND LARCENY",91
2015-03-22,"GRAND LARCENY OF MOTOR VEHICLE",11
2015-03-22,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-03-22,"RAPE",5
2015-03-22,"ROBBERY",41
2015-03-23,"BURGLARY",27
2015-03-23,"FELONY ASSAULT",40
2015-03-23,"GRAND LARCENY",108
2015-03-23,"GRAND LARCENY OF MOTOR VEHICLE",15
2015-03-23,"RAPE",3
2015-03-23,"ROBBERY",35
2015-03-24,"BURGLARY",36
2015-03-24,"FELONY ASSAULT",54
2015-03-24,"GRAND LARCENY",90
2015-03-24,"GRAND LARCENY OF MOTOR VEHICLE",22
2015-03-24,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-03-24,"RAPE",2
2015-03-24,"ROBBERY",32
2015-03-25,"BURGLARY",28
2015-03-25,"FELONY ASSAULT",35
2015-03-25,"GRAND LARCENY",97
2015-03-25,"GRAND LARCENY OF MOTOR VEHICLE",10
2015-03-25,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-03-25,"RAPE",2
2015-03-25,"ROBBERY",48
2015-03-26,"BURGLARY",23
2015-03-26,"FELONY ASSAULT",26
2015-03-26,"GRAND LARCENY",90
2015-03-26,"GRAND LARCENY OF MOTOR VEHICLE",16
2015-03-26,"MURDER & NON-NEGL. MANSLAUGHTE",3
2015-03-26,"RAPE",4
2015-03-26,"ROBBERY",38
2015-03-27,"BURGLARY",39
2015-03-27,"FELONY ASSAULT",40
2015-03-27,"GRAND LARCENY",122
2015-03-27,"GRAND LARCENY OF MOTOR VEHICLE",15
2015-03-27,"RAPE",3
2015-03-27,"ROBBERY",36
2015-03-28,"BURGLARY",30
2015-03-28,"FELONY ASSAULT",76
2015-03-28,"GRAND LARCENY",118
2015-03-28,"GRAND LARCENY OF MOTOR VEHICLE",9
2015-03-28,"RAPE",3
2015-03-28,"ROBBERY",46
2015-03-29,"BURGLARY",24
2015-03-29,"FELONY ASSAULT",61
2015-03-29,"GRAND LARCENY",104
2015-03-29,"GRAND LARCENY OF MOTOR VEHICLE",18
2015-03-29,"RAPE",3
2015-03-29,"ROBBERY",33
2015-03-30,"BURGLARY",39
2015-03-30,"FELONY ASSAULT",42
2015-03-30,"GRAND LARCENY",99
2015-03-30,"GRAND LARCENY OF MOTOR VEHICLE",14
2015-03-30,"MURDER & NON-NEGL. MANSLAUGHTE",2
2015-03-30,"RAPE",3
2015-03-30,"ROBBERY",52
2015-03-31,"BURGLARY",32
2015-03-31,"FELONY ASSAULT",49
2015-03-31,"GRAND LARCENY",126
2015-03-31,"GRAND LARCENY OF MOTOR VEHICLE",23
2015-03-31,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-03-31,"RAPE",3
2015-03-31,"ROBBERY",44
2015-04-01,"BURGLARY",41
2015-04-01,"FELONY ASSAULT",51
2015-04-01,"GRAND LARCENY",137
2015-04-01,"GRAND LARCENY OF MOTOR VEHICLE",16
2015-04-01,"RAPE",6
2015-04-01,"ROBBERY",40
2015-04-02,"BURGLARY",27
2015-04-02,"FELONY ASSAULT",48
2015-04-02,"GRAND LARCENY",128
2015-04-02,"GRAND LARCENY OF MOTOR VEHICLE",18
2015-04-02,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-04-02,"RAPE",1
2015-04-02,"ROBBERY",37
2015-04-03,"BURGLARY",40
2015-04-03,"FELONY ASSAULT",45
2015-04-03,"GRAND LARCENY",128
2015-04-03,"GRAND LARCENY OF MOTOR VEHICLE",25
2015-04-03,"RAPE",2
2015-04-03,"ROBBERY",39
2015-04-04,"BURGLARY",36
2015-04-04,"FELONY ASSAULT",53
2015-04-04,"GRAND LARCENY",92
2015-04-04,"GRAND LARCENY OF MOTOR VEHICLE",16
2015-04-04,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-04-04,"RAPE",4
2015-04-04,"ROBBERY",45
2015-04-05,"BURGLARY",29
2015-04-05,"FELONY ASSAULT",65
2015-04-05,"GRAND LARCENY",85
2015-04-05,"GRAND LARCENY OF MOTOR VEHICLE",11
2015-04-05,"MURDER & NON-NEGL. MANSLAUGHTE",2
2015-04-05,"RAPE",2
2015-04-05,"ROBBERY",33
2015-04-06,"BURGLARY",38
2015-04-06,"FELONY ASSAULT",54
2015-04-06,"GRAND LARCENY",110
2015-04-06,"GRAND LARCENY OF MOTOR VEHICLE",18
2015-04-06,"RAPE",7
2015-04-06,"ROBBERY",33
2015-04-07,"BURGLARY",33
2015-04-07,"FELONY ASSAULT",46
2015-04-07,"GRAND LARCENY",93
2015-04-07,"GRAND LARCENY OF MOTOR VEHICLE",17
2015-04-07,"RAPE",2
2015-04-07,"ROBBERY",41
2015-04-08,"BURGLARY",43
2015-04-08,"FELONY ASSAULT",41
2015-04-08,"GRAND LARCENY",82
2015-04-08,"GRAND LARCENY OF MOTOR VEHICLE",18
2015-04-08,"RAPE",1
2015-04-08,"ROBBERY",34
2015-04-09,"BURGLARY",40
2015-04-09,"FELONY ASSAULT",34
2015-04-09,"GRAND LARCENY",109
2015-04-09,"GRAND LARCENY OF MOTOR VEHICLE",26
2015-04-09,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-04-09,"RAPE",1
2015-04-09,"ROBBERY",33
2015-04-10,"BURGLARY",42
2015-04-10,"FELONY ASSAULT",24
2015-04-10,"GRAND LARCENY",106
2015-04-10,"GRAND LARCENY OF MOTOR VEHICLE",31
2015-04-10,"ROBBERY",31
2015-04-11,"BURGLARY",30
2015-04-11,"FELONY ASSAULT",60
2015-04-11,"GRAND LARCENY",121
2015-04-11,"GRAND LARCENY OF MOTOR VEHICLE",16
2015-04-11,"RAPE",3
2015-04-11,"ROBBERY",46
2015-04-12,"BURGLARY",27
2015-04-12,"FELONY ASSAULT",55
2015-04-12,"GRAND LARCENY",113
2015-04-12,"GRAND LARCENY OF MOTOR VEHICLE",19
2015-04-12,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-04-12,"RAPE",1
2015-04-12,"ROBBERY",49
2015-04-13,"BURGLARY",51
2015-04-13,"FELONY ASSAULT",54
2015-04-13,"GRAND LARCENY",105
2015-04-13,"GRAND LARCENY OF MOTOR VEHICLE",18
2015-04-13,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-04-13,"RAPE",5
2015-04-13,"ROBBERY",33
2015-04-14,"BURGLARY",23
2015-04-14,"FELONY ASSAULT",51
2015-04-14,"GRAND LARCENY",104
2015-04-14,"GRAND LARCENY OF MOTOR VEHICLE",18
2015-04-14,"RAPE",2
2015-04-14,"ROBBERY",46
2015-04-15,"BURGLARY",31
2015-04-15,"FELONY ASSAULT",54
2015-04-15,"GRAND LARCENY",140
2015-04-15,"GRAND LARCENY OF MOTOR VEHICLE",21
2015-04-15,"MURDER & NON-NEGL. MANSLAUGHTE",2
2015-04-15,"RAPE",5
2015-04-15,"ROBBERY",41
2015-04-16,"BURGLARY",39
2015-04-16,"FELONY ASSAULT",42
2015-04-16,"GRAND LARCENY",112
2015-04-16,"GRAND LARCENY OF MOTOR VEHICLE",16
2015-04-16,"MURDER & NON-NEGL. MANSLAUGHTE",2
2015-04-16,"RAPE",1
2015-04-16,"ROBBERY",51
2015-04-17,"BURGLARY",45
2015-04-17,"FELONY ASSAULT",53
2015-04-17,"GRAND LARCENY",119
2015-04-17,"GRAND LARCENY OF MOTOR VEHICLE",21
2015-04-17,"MURDER & NON-NEGL. MANSLAUGHTE",4
2015-04-17,"RAPE",1
2015-04-17,"ROBBERY",50
2015-04-18,"BURGLARY",34
2015-04-18,"FELONY ASSAULT",75
2015-04-18,"GRAND LARCENY",116
2015-04-18,"GRAND LARCENY OF MOTOR VEHICLE",19
2015-04-18,"RAPE",9
2015-04-18,"ROBBERY",53
2015-04-19,"BURGLARY",30
2015-04-19,"FELONY ASSAULT",83
2015-04-19,"GRAND LARCENY",107
2015-04-19,"GRAND LARCENY OF MOTOR VEHICLE",17
2015-04-19,"MURDER & NON-NEGL. MANSLAUGHTE",3
2015-04-19,"RAPE",4
2015-04-19,"ROBBERY",51
2015-04-20,"BURGLARY",36
2015-04-20,"FELONY ASSAULT",36
2015-04-20,"GRAND LARCENY",109
2015-04-20,"GRAND LARCENY OF MOTOR VEHICLE",22
2015-04-20,"RAPE",3
2015-04-20,"ROBBERY",35
2015-04-21,"BURGLARY",41
2015-04-21,"FELONY ASSAULT",59
2015-04-21,"GRAND LARCENY",109
2015-04-21,"GRAND LARCENY OF MOTOR VEHICLE",31
2015-04-21,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-04-21,"RAPE",2
2015-04-21,"ROBBERY",40
2015-04-22,"BURGLARY",41
2015-04-22,"FELONY ASSAULT",49
2015-04-22,"GRAND LARCENY",117
2015-04-22,"GRAND LARCENY OF MOTOR VEHICLE",27
2015-04-22,"RAPE",4
2015-04-22,"ROBBERY",39
2015-04-23,"BURGLARY",32
2015-04-23,"FELONY ASSAULT",53
2015-04-23,"GRAND LARCENY",113
2015-04-23,"GRAND LARCENY OF MOTOR VEHICLE",20
2015-04-23,"RAPE",1
2015-04-23,"ROBBERY",35
2015-04-24,"BURGLARY",48
2015-04-24,"FELONY ASSAULT",53
2015-04-24,"GRAND LARCENY",120
2015-04-24,"GRAND LARCENY OF MOTOR VEHICLE",24
2015-04-24,"RAPE",1
2015-04-24,"ROBBERY",41
2015-04-25,"BURGLARY",36
2015-04-25,"FELONY ASSAULT",50
2015-04-25,"GRAND LARCENY",109
2015-04-25,"GRAND LARCENY OF MOTOR VEHICLE",32
2015-04-25,"RAPE",3
2015-04-25,"ROBBERY",43
2015-04-26,"BURGLARY",30
2015-04-26,"FELONY ASSAULT",72
2015-04-26,"GRAND LARCENY",85
